                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6022,                 2.0205,                 2.0454,                 1.4034,                 0.3861,                0.26781,                 0.2337,                0.12139,                0.29579,                0.21865,                 0.1644,                0.06303,                 1.7733,                 2.3021,                 2.6781,                 1.6184,             0.00055565,             0.00055565,             0.00055565
                      2,                  1.583,                 1.9829,                 1.9855,                 1.3834,                0.39431,                0.28654,                0.24924,                 0.1309,                 0.3041,                0.23435,                0.17373,                0.06689,                  1.741,                 2.2883,                 2.6067,                 1.5933,             0.00056122,             0.00056122,             0.00056122
